vezes_acima,grupo,perfil,seguidores,data,interacoes,curtidas,comentarios,mediana_perfil,legenda,link,coletado,capa
39.5,ia,awakpenn,250829,04/08/2026,9608,7712,1896,243,Comment ‘Link’ for the links 9 free YouTube courses to master skills in 2026.,https://www.instagram.com/p/DbnvqckCGL4/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/764676213_18474849334109337_6907032295732176975_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=WLjy63xgj-0Q7kNvwEFMC7s&_nc_oc=Adq648ih4vKMl-lvv7Moq1oZv3iWQtCcp5baxgQmGatXJfltbEUMzJg1UndxNoDiE-w&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=l8c9RgZF6PgHV0whskkNrg&oh=00_AQLfRIBJrfpYycZlc9HRW_DO8Qwc13ZWdJ393Ui7f16GLQ&oe=6ABC963D
38.4,ia,awakpenn,250829,17/08/2026,9351,6510,2841,243,Comment ‘Link’ and I’ll send you the full list.,https://www.instagram.com/p/DcJP7rOiDz1/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/771814378_18477557974109337_7244945089508281335_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=ztMwLOm6RH0Q7kNvwE-JrkD&_nc_oc=AdprESODMT8m1OR5O7R7K_66EZnhGQe6OkMcsfPspRNkxHH7C63WIelIGqeNEN7Do-c&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=l8c9RgZF6PgHV0whskkNrg&oh=00_AQJU2D1Hq_RZbJ_PDlNegOwjRIg0d2eGvBdtyRGwiOpkMw&oe=6ABCB7DC
35.6,ia,handlytech,993457,28/08/2026,8175,5782,2393,229,"10 Tools You Should Never Ignore 👀 Find faces online, locate photos, search dark-web sources, scan for spyware, track aircraft, and more. These tools are powerful. Use them legally and responsibly. Comment WEBSITE and I ",https://www.instagram.com/p/Dck-klLiH0t/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/789136495_18034454054838901_6067818570517675917_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=LLGKbQrpqHcQ7kNvwHRFjrI&_nc_oc=Adokbv0yG4HW6xhHN2MjePZFZzcaQrC-dmBUYzhoDyHFTbN9AqqzqUYxTN5RfrJRDRM&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=lyrerkxHWD-uZNmZ5FYY0g&oh=00_AQJCV3BndeLK0TljIq-C-dbWg2JVA8k_-sDWHVjcQE05nw&oe=6ABCA327
29.7,ia,tenfoldmarc,102843,29/08/2026,4973,1724,3249,167,"If you have time this weekend, these are the projects you should build to save you HOURS next week. Comment ""build"" and I'll send you all of them. #claude #chatgpt #ai #aitools",https://www.instagram.com/p/DcpDXImmYVs/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/790194790_17885066586682567_805312393873044792_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMiJ9&_nc_ohc=WgvohBusxrkQ7kNvwFVh0fW&_nc_oc=Adp9v_M_AKPB2hwbE7NBsP0QNH9AQ72a0CuX7OjfGvWA9Ge9kFedIyDiWdyifuxSpVQ&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=p22i6tuGjCEPiNCaABYLuw&oh=00_AQKZAjEROgr25fEAN1cgyP58fbWH8tV0SHj2UfXyeNghxQ&oe=6ABC91D6
28.8,ia,leadgenman,385597,21/08/2026,20983,20763,220,729,"which one are you? the $200 vibecoder, all Apple and Claude Max, the local model guy running DeepSeek on a beat-up ThinkPad, the enterprise dev with his badge and Jira tickets, the terminal purist who writes it all by ha",https://www.instagram.com/p/DcS3BqOjUku/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/779816331_17933418285367700_7016603396899145615_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=JWKS8FMYxQAQ7kNvwF00G_p&_nc_oc=AdoGB_qVbHvPOLa1hJaEnpNpkxO5V5LjqBVitZgiLWhs_4B9wotLa4XiMfrFAY-rjNk&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=pZZBE_d-L9ZIthSrQ-ZFhA&oh=00_AQI10Rq6fcKgF6n0nTsjRPc3VgN5lb93QbTQrWWQdyq12w&oe=6ABC85C4
27.4,dono,garyvee,12009192,18/09/2026,18032,17756,276,657,Forgiveness is the ultimate strength and so many of you should lean into it …because it will bring you … YOU … so much happiness and will create so much more energy to deploy into something productive ❤️❤️‼️,https://www.instagram.com/p/DdbjDTPDprV/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/814629407_18638931979033297_1779274339239004555_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=fTFNsS7RVSYQ7kNvwGezPGO&_nc_oc=AdrJzgVpx99rqixYKXh-pS-I_5VvJFUBxde8yTJQwwmYs89qjFncXo87KtNk6YYbfJc&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=mgAaF6W8CKlwk6Pg2_pXRg&oh=00_AQLQFIYGmfKImmhw0_JcAlQ9K1lMoclusjeJ7975l9G9NQ&oe=6ABC8F0F
25.7,dono,hormozi,5009388,23/09/2026,5220,5168,52,203,Do so much volume it would be unreasonable for you to fail. Study each success and see what sets it apart from all the failures. Repeat the winning parts even more times.,https://www.instagram.com/p/DdpwvX2FDO9/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/818140472_18340720627250343_1726086723173995990_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=CFStJbUaytoQ7kNvwFZcn27&_nc_oc=Adoj5LujQZENBYwkKv3YEpRFvVlqGio-fcVG8ie5nghcbSpK0ASpSOrE9LXpS8H9yxw&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=IueiJANgOokiSj15jKA3Vg&oh=00_AQKCEM9UssqX4x7kl-w0lr_BebiF_yRXMEELq9r9Uh-26w&oe=6ABC8F4B
23.8,ia,handlytech,993457,10/08/2026,5461,4532,929,229,"Comment FREE and I’ll send you Free 9+10 websites✅️ Free alternatives for AI video, images, characters, voices, 3D, editing, and animation. Save this carousel before the free versions disappear. #aitools #freeaitools #fr",https://www.instagram.com/p/Db2u4cJAq1m/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/771694026_18031821476838901_3432883973725765261_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=N37BS_C6gIoQ7kNvwGo6XOC&_nc_oc=Adr2vCNP0ngo9-Rih1xqVrwm4vJkhxjTbPErVXqEqRHRkedv7_vSLbWDj1jEapjSM7Q&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=lyrerkxHWD-uZNmZ5FYY0g&oh=00_AQJMCJepQttnvAPgLoWWkvUbTpZHrTTFNYgGQByy_Tw0SA&oe=6ABC847B
20.3,ia,awakpenn,250829,15/09/2026,4938,3602,1336,243,Comment ‘Link’ for all the courses 9 YouTube courses to master skills in 2026.,https://www.instagram.com/p/DdT2dOviJUQ/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/811405242_18483301582109337_5041039184621212667_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=yZmIfLMglsoQ7kNvwEN2d6p&_nc_oc=Ado0xH677iFmTheL9LbBU-o_l0gQV55CaigN88xFTTjVKsPPBEP2oxKPVuAxmuPwAUI&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=l8c9RgZF6PgHV0whskkNrg&oh=00_AQLA4lf-uKzTpv2wRTPcOnefeg1hd9YmFJxRtufaLrFgoA&oe=6ABC8580
12.4,ia,awakpenn,250829,09/08/2026,3023,2133,890,243,Comment ‘Guide’ and I’ll send the my full list of AI businesses you can start.,https://www.instagram.com/p/Db0pme-iIyX/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/768567863_18475834354109337_8209070652246370744_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=tSKO0Eb9b8EQ7kNvwGm0bC8&_nc_oc=AdodEsSF2o3zxIOUcFjGplKAAXbUb_AeZF0LLRh_JHgpuVuK_bvL9oYwwJWXoDO8luU&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=l8c9RgZF6PgHV0whskkNrg&oh=00_AQLeZoI0jkZjaECHMqtHQjjUl3J8WI3VhrXviyy2kYsShA&oe=6ABCA78A
11.0,dono,codiesanchez,3398122,13/09/2026,28926,28730,196,2638,"Ownership is hard, but you don’t have to do it alone. Thankful for my amazing husband and partner. So excited to keep growing with and alongside you. 🚨🚨 ALERT: I spent 15 years in finance learning how rich people actuall",https://www.instagram.com/p/DdOn_t0m5Wh/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t39.30808-6/808398903_1447418090535572_5034762431613100225_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=uXUmdC12abwQ7kNvwE1O4nZ&_nc_oc=AdqDawXmhZ4Ll6B5xXmxQq-3udG-PP4rDw00P6cxB7pagIsFBw7pObolwZSMz2uyoPM&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=2nOvD9NnPkzHXvrweNTFaQ&oh=00_AQKoFYSvRsuw2qbuOCTqCPovabenq58skPtGL8BG4PBPfA&oe=6ABCBA00
10.4,ia,awakpenn,250829,11/09/2026,2536,1761,775,243,Comment ‘Guide’ and I’ll send the my full list of AI businesses you can start.,https://www.instagram.com/p/DdJpqS9iAQz/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/805218557_18482522488109337_8864243825786019825_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=n727FX6T8ygQ7kNvwEsnPuD&_nc_oc=AdriP9P_nGLVen8cOZTdeg0d5tMxSPTN8xAWlpte5Ot0tCK8u1we2-JMUz0WEAl4JxQ&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=l8c9RgZF6PgHV0whskkNrg&oh=00_AQKUFDgPbPPtFBhLkkGio0im2E0ewmyrnF6tX-CpQdK5Dg&oe=6ABC99AA
9.7,dono,codiesanchez,3398122,14/09/2026,25463,25259,204,2638,"I’m already getting no sleep, now that I’m 6 months pregnant. At least I have something to think about… 🚨🚨 ALERT: I spent 15 years in finance learning how rich people actually win. The lesson? Most people work way too f ",https://www.instagram.com/p/DdSMC0pFaXm/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/811170307_18632338999037688_7174209944055371555_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=YgebbseR4W4Q7kNvwGoZf04&_nc_oc=AdoExAFbjqVZb3SAg3gMVOMDLfBZkZ8CG3M_-cxJvk-PDhkGqZhqN5GKABZnWLh5eto&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=2nOvD9NnPkzHXvrweNTFaQ&oh=00_AQKzqO1JIj6tNaLvj0YDfpEcFyk9YG_9MNM7vzsPxs7r7g&oe=6ABCB526
9.6,ia,menteprompt,192179,21/09/2026,2739,2603,136,285,Esto no es robot vs robot. Esto es un tipo de carne y hueso recibiendo patadas de un EngineAI T800 de seis pies y un Unitree H1 que no se cae ni aunque lo empujes. Pasó el viernes en un evento de REK en San Francisco. Lo,https://www.instagram.com/p/DdjYiOiiC-b/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/797337065_17991665148046457_770168135690887108_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMiJ9&_nc_ohc=IFQKqGqxVhkQ7kNvwGvrpap&_nc_oc=AdoWHDLhna6LcyTry4MgvShmvBhnliss8TT1N-LNYrWkQtPkQxJWip2rUYsh_FUjMog&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=8lOhVDTlAnbiR4PZVmHGTw&oh=00_AQIcDEdhY3EHa41Yr_jBhyN9RyPNsrHi72bmyQmPXXj4Kg&oe=6ABC943E
9.3,ia,lucianapapini,552955,09/09/2026,741,735,6,80,"Eu sou a primeira pessoa a procurar onde a automação pode economizar tempo, reduzir erro e tirar trabalho repetitivo da operação. Mas isso não significa automatizar tudo. Tem tarefa em que o valor está justamente no julg",https://www.instagram.com/p/DdFLbZmgi50/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t39.30808-6/793203812_122274855872127132_1885930996496863741_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=0-quAQOE88kQ7kNvwEil023&_nc_oc=Adp2jn0uV6WlRyiHV9Bht14xb5BPvTKcLJSNAuh3Fl9xZ3jXBs3C0Ec2cWhmrefKVuI&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=zNjcKxbO_ln8QkDLW0DGjg&oh=00_AQLM6lFKhfZMi63DyV_TBlOB6zCptKTCk44IHe-DX31Dyw&oe=6ABC8EFC
9.1,ia,godofprompt,349696,06/09/2026,5149,2992,2157,566,"Comment “megaprompt” and I’ll send you the full Mega-Prompt Template. I turned ChatGPT into a senior design systems architect with 1 prompt, and it builds an entire UI kit instead of a handful of mismatched components. D",https://www.instagram.com/p/Dc9qfbkHMpX/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/796903779_18014815673956776_5838376572740061770_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=L5kvE7szbhsQ7kNvwGmNrbx&_nc_oc=Adphf2IKcCdDFij_sXk_1KSxPWgClMvRdqfRt6gJXKDWNtHMLP9gS502xBO22jzJI6g&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KBlmSydkwspAgPc3z7KBpQ&oh=00_AQJiayNErSsnYQusEzlngo_GjE5WJ28ry7UsY0wQnaLiaw&oe=6ABC947D
8.7,ia,godofprompt,349696,09/09/2026,4929,2042,2887,566,Comment “claude” and I’ll send you the full Claude Mastery Guide. Claude can build an entire YouTube channel from scratch if you know exactly what to ask it. Someone wrote 7 prompts that turn Claude into that system. Nic,https://www.instagram.com/p/DdFb3TTHAM3/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/802298790_18015225977956776_1530239478333964711_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=8zMgpRkP6WoQ7kNvwGLZP65&_nc_oc=AdrHBhy1L-LOqByuabh7w5f6IJojMv6VccdAFNcLNPyoXooBPDsitfkjxawEuCeKXBY&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KBlmSydkwspAgPc3z7KBpQ&oh=00_AQIqg3F4xYFZlVlR4eplJUjVCyA7j5qPCjqYjGIAvo-f3A&oe=6ABC920E
8.5,dono,joaokepler,1256340,22/09/2026,5281,5119,162,623,"Essa foto foi feita na quarta-feira passada, quando gravamos juntos o Pivotando, no SBT. E é difícil olhar para ela hoje e acreditar que o Bruno Avelar não está mais aqui. Naquele dia, encontrei um Bruno feliz. Muito fel",https://www.instagram.com/p/DdmFe3_kXNY/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/819087406_18633469654035808_4389104745110685506_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=bh6pwWi0aEgQ7kNvwFYYzwn&_nc_oc=AdqBrcickNh53SDeE6rRUsP3buxVWP6TXsws4OObGKcobulOVdpBoHA0C33Gpm-VLeg&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=BwvK305vmg3fo45B9FdFAA&oh=00_AQIznGA4MKzPwrL-S8QfgzjmDnerOqBWEgWNDrh8w1zjsw&oe=6ABCA22A
8.1,dono,camilafarani,1179998,17/08/2026,2136,1953,183,265,"Empresa saudável não é a que nunca tem problema. É a que enxerga o problema com antecedência. A Casas Bahia quebrou um pouquinho, todo santo dia, até não ter mais capital de giro pra sustentar a operação. O comunicado da",https://www.instagram.com/p/DcJ-CXZlRVO/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/778869333_18616649497048417_6302834276774459755_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=dHi_M39c3kQQ7kNvwEbk5zt&_nc_oc=AdqIIHzkiqWlmmOpJbhKQkFoNfVMhR4-N4AIm-nhCcXcMCkmi_lZtvvPyP4ZFeag3Fo&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=57g9W43jFeWvDjOYFhFJzg&oh=00_AQJhA6C23rO7gWIl3FTa1gCt8iWIs7gGxser22jvafNttg&oe=6ABCB624
7.5,ia,theaiagents,87675,13/09/2026,2009,1878,131,268,"4 AI Agents worth building right now. 🤖 From AI UGC ad factories and WhatsApp sales agents to AI voice receptionists and complete content automation systems, these are AI agents businesses can actually use and pay for. S",https://www.instagram.com/p/DdOiA6jiHfb/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/808469190_18025609169854980_4389278028378748975_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=Pp1ExWj87JAQ7kNvwG6vJsv&_nc_oc=AdqBOxrwhHMXVTH56kwG3YXr5ge2kdipyH3sL11VIQSaAPpAXDwQR_EQ9pp19nA3dCw&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=A0d5BmJpYyoUpavressIJQ&oh=00_AQLERGbLFTdeM1n4TgiiXAk0alXHnZYdNbGWLTQTSmstVg&oe=6ABC8E1E
7.4,ia,diegoalmeida.ia,460763,19/09/2026,12107,11765,342,1638,🤖🇨🇳 A China possui uma nova geração de IAs que você precisa conhecer. O país está desenvolvendo cada vez mais ferramentas de inteligência artificial que vão muito além dos chatbots tradicionais. Nessa lista aparecem plat,https://www.instagram.com/p/DderhSKEe_I/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/818123000_18655918075032584_8089520797618376383_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=dUMqeDzLHRcQ7kNvwFC22B_&_nc_oc=AdpdvSKxjHlzdQMFRpUoptK_iSG5Sacl6wZuGBrfRy9RYYaP1gp7-tVvqFT2lJ-_qWY&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KPnqyWR_4yD2KwE-UdikOg&oh=00_AQI1e8kpQEQyxYcTFQw9YogMOrmhwlAVlZs6ZTSQM3vBnw&oe=6ABCA4F2
7.2,ia,lucianapapini,552955,17/09/2026,577,342,235,80,"É o fim da API Oficial do WhatsApp? Com as novas mudanças da Meta, essa discussão voltou à tona. Gravei um vídeo no Youtube onde comparei API Oficial x não oficial e mostrei custo, risco, limitações e quando cada uma faz",https://www.instagram.com/p/DdZxrdJgJtV/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/813966439_18068773442762132_8924495745584854720_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=OWDKg1BnG4EQ7kNvwEelYkE&_nc_oc=AdrQdLckbKBBjmDZPgF6Z1NRW1T9rf5TWDVrw4qZ0mPXfTeN1ewN3BNP1tkCaBLXMw0&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=zNjcKxbO_ln8QkDLW0DGjg&oh=00_AQIbVDY4Y4nhaLbuLQ4s1OBeNs5_BToANV49DSwXmtILXQ&oe=6ABCABD7
6.9,ia,theaiagents,87675,01/09/2026,1849,1743,106,268,"Hermes Agent by Nous Research is an open-source AI agent that actually learns as you use it. It builds reusable skills, remembers your work, connects to 300+ AI models, and keeps improving over time. Here’s how to set up",https://www.instagram.com/p/Dcvb9zfCL2o/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/791922788_18024085592854980_4417424006063399814_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=0Ii_r_ufIw8Q7kNvwERX2jT&_nc_oc=AdqM6wQS565wdvQbzr2yS7eN8JitYXibu2Il6N49V6i3032OUTNRgctujtabQhHvBmY&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=A0d5BmJpYyoUpavressIJQ&oh=00_AQI27pUgpemTzvNeXKw5ii9rLjtfCxmrri4NYJzz1UNKGw&oe=6ABC9AB0
6.7,ia,dailyprompter,724455,09/09/2026,3461,2603,858,518,"It can’t tell your instruction from your text. That’s why the answer comes back random. You paste a CV under a request and it reads all of it as one blob. Wrap the pasted bit in quotes, put three dashes above it, and sud",https://www.instagram.com/p/DdEMXhbCKom/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/802030567_17958643959237568_9077922857345598558_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=6h9N7Awc9zcQ7kNvwEHvuK4&_nc_oc=AdqVzgEog4rNzaYMx8NWxsxlCYDcXPilYq-VH7Cqn0S2ySL0aFk5cuz29zeSzQM4bSo&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=I1AF1PsWe8Eqy10y9zlivg&oh=00_AQLtNkiPxGoRr6rDUWPr76JoE9GpMizs9AiwYbnTztozrg&oe=6ABC9369
6.3,ia,menteprompt,192179,24/09/2026,1787,826,961,285,"Google ha publicado un tutorial de 8 minutos sobre cómo construir agentes de IA, y la base es más simple de lo que parece. Todo agente funciona con un mismo bucle: → Razona: piensa qué hacer → Actúa: llama a una API, una",https://www.instagram.com/p/Ddqfo_eiOh-/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/797646366_17992022892046457_2507954414094583311_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMiJ9&_nc_ohc=jejinM7B6PwQ7kNvwHYDtuG&_nc_oc=Adqg9MD_O8w-SOKe_qpRf8CJMTwi3x3s7ZQJy16eRd3KC3MEiIVklHippXDuJNOhowQ&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=8lOhVDTlAnbiR4PZVmHGTw&oh=00_AQJBw1EYtBlLI8pEqCnKmZq_r4ipfpsZBlXn4xG0Jjo7dQ&oe=6ABC8E47
